paper,title,datetime,writing,writer
연합뉴스,조선시대 신부의 행복 바라던 붉은 옷…RM이 후원한 활옷 공개(종합),2023.09.13. 오후 1:24,"국립고궁박물관, 왕실 여성 혼례복 등 110여 점 모은 전시 15일 개막비단 위 화려한 자수 장식 눈길…""아름다운 우리 전통문화의 정수""    조선왕실 여성 혼례복 '활복'의 수려함(서울=연합뉴스) 임화영 기자 = 13일 오전 서울 종로구 국립고궁박물관에서 '활옷 만개' 특별전에 전시될 조선왕실 여성 혼례복 '활복'이 언론에 공개되고 있다. 2023.9.13 hwayoung7@yna.co.kr    (서울=연합뉴스) 김예나 기자 = 8월에 피는 잇꽃(紅花·홍화)으로 수십 번 염색하며 얻은 대홍(大紅)색은 붉은빛이 진하다.     진홍(眞紅), 목홍(木紅), 토홍(土紅) 등 다른 색보다 붉고, 색을 내기도 힘들다.     조선시대에는 이처럼 귀하게 얻은 붉은 비단 위에 봉황, 원앙, 꽃 등 갖가지 문양을 수놓고 금박으로 화려하게 장식했다. 혼례의 주인공에게 허락된 붉은 활옷이다.     조선 왕실의 여성들이 입은 '웨딩드레스' 활옷을 조명한 전시가 열린다.     조선왕실 여성 혼례복, 활옷 공개(서울=연합뉴스) 임화영 기자 = 13일 오전 서울 종로구 국립고궁박물관에서 '활옷 만개' 특별전에 전시될 조선왕실 여성 혼례복이 언론에 공개되고 있다. 2023.9.13 hwayoung7@yna.co.kr    국립고궁박물관은 이달 15일부터 조선시대 활옷과 관련 유물 총 110여 점을 한자리에 모은 특별전 '활옷 만개(滿開) - 조선 왕실 여성 혼례복'을 선보인다.     활옷은 우리 고유 복식의 전통을 이은 긴 겉옷을 뜻한다.     조선 왕실에서는 길이가 긴 홍색 옷이라는 뜻에서 '홍장삼'(紅長衫)으로 기록했는데, 훗날 왕실을 넘어 민간에서도 혼례를 올릴 때 신부가 입는 예복으로 자리 잡았다.     현재 국내에 30여 점, 국외에 20여 점 등 50여 점의 활옷이 남아있는 것으로 전한다.    '활복'과 전통혼례의 재현(서울=연합뉴스) 임화영 기자 = 13일 오전 서울 종로구 국립고궁박물관에서 '활옷 만개' 특별전에 전시될 조선왕실 여성 혼례복 '활복'과 전통혼례 재현이 언론에 공개되고 있다. 2023.9.13 hwayoung7@yna.co.kr    이경훈 문화재청 차장은 전시 개막에 앞서 13일 서울 종로구 국립고궁박물관에서 열린 언론 공개회에서 ""활옷은 조선 왕실 의례복 중에서도 아름답기로 손꼽히는 전통문화의 정수""라고 소개했다.    전시는 조선 왕실의 혼례와 그 절차를 소개하며 시작된다.     관람객들은 왕실 혼례에 관한 내용을 정리한 '국혼정례'(國婚定例), 순조(재위 1800∼1834)의 셋째 딸 덕온공주(1822∼1844)의 혼례 과정과 혼수품을 기록한 문헌 등을 살펴볼 수 있다.     혼례 때 신부의 얼굴을 가리기 위해 쓰던 둥근 모양의 부채, 해 질 녘에 시작하는 동뢰연에서 어둠을 밝히고 엄숙함을 더하던 촛대 등도 함께 전시된다.    전시장에서 놓치지 말아야 할 핵심은 화려한 장식이 돋보이는 활옷 9점이다.     활옷 전시를 준비하는 과정[국립고궁박물관 제공. 재판매 및 DB 금지]    순조의 둘째 딸 복온공주(1818∼1832)가 입었던 활옷을 비롯해 미국 필드 박물관, 브루클린 박물관, 클리블랜드 미술관 등이 소장한 다양한 활옷이 관람객의 눈길을 사로잡는다.     그중에서 로스앤젤레스 카운티 미술관(LACMA)의 활옷은 처음 공개돼 주목할 만하다.     이 활옷은 2021년 그룹 방탄소년단(BTS)의 리더 RM(본명 김남준)이 문화유산 보존·복원을 위해 써달라고 낸 기부금 1억원으로 보존 처리 작업을 진행할 수 있었다.    진한 붉은 빛 비단에 연꽃, 모란, 봉황, 백로, 나비 등 부부의 해로와 행복을 비는 여러 무늬를 수놓은 예복으로, 현존하는 활옷 유물 중에서도 문화적 가치가 큰 것으로 평가받는다.    활옷 전시 준비(서울=연합뉴스) 국립고궁박물관은 오는 15일부터 조선시대 활옷과 관련 유물 총 110여 점을 한자리에 모은 특별전 '활옷 만개(滿開) - 조선 왕실 여성 혼례복'을 선보인다고 13일 밝혔다. 사진은 활옷 전시를 준비하는 과정. 2023.9.13 [국립고궁박물관 제공. 재판매 및 DB 금지] photo@yna.co.kr    전시를 기획한 조지현 국립고궁박물관 학예연구사는 ""지난해 10월에 국내로 들여와 자수 주변 밑단을 정리하고, 전체적인 얼룩과 접착제 등을 제거하는 작업을 거쳤다""고 설명했다.    RM은 지난 6월 국외소재문화재재단과 진행한 서면 인터뷰에서 ""(보존 처리를 마친 활옷을 통해) 전 세계 많은 사람이 아름답고 우수한 대한민국의 전통문화를 향유할 기회가 되길 바란다""고 밝혔다.    이번 전시는 활옷을 만드는 사람과 이들의 노력에도 주목한다.     임금의 의복을 만들고 궁 안의 재물 등을 관리하던 상의원(尙衣院)과 이곳에서 일하던 장인이 어떻게 활옷을 만들었는지 과정을 찬찬히 짚는다.     조선왕실 여성 혼례복, 활옷 공개(서울=연합뉴스) 임화영 기자 = 13일 오전 서울 종로구 국립고궁박물관에서 '활옷 만개' 특별전에 전시될 조선왕실 여성 혼례복이 언론에 공개되고 있다. 2023.9.13 hwayoung7@yna.co.kr    소매 뒷면에 '홍장삼 수초 뎌동궁'이라는 글씨가 남아 있는 '덕온공주 홍장삼 자수본'은 옷감에 수놓을 도안과 완성된 활옷을 견줘볼 수 있다는 점에서 눈여겨볼 만한 자료다.    전시실에서는 치마, 저고리 등을 받쳐 입은 뒤 마지막 겉옷으로 활옷을 입는 과정을 담은 영상과 활옷 자수를 활용한 매체예술(미디어 아트) 등도 만나볼 수 있다.    박물관은 ""평소 접근하기 어려웠던 전통 복식과 조선 왕실 여성들의 혼례 문화에 대해 한층 더 깊이 이해할 수 있는 계기가 되길 바란다""고 밝혔다.     전시는 12월 13일까지.     조선왕실 여성 혼례복, 활옷 공개(서울=연합뉴스) 임화영 기자 = 13일 오전 서울 종로구 국립고궁박물관에서 '활옷 만개' 특별전에 전시될 조선왕실 여성 혼례복이 언론에 공개되고 있다. 2023.9.13 hwayoung7@yna.co.kr    yes@yna.co.kr",김예나(yes@yna.co.kr)
YTN,"[날씨] 전국 가을비, 영동 호우특보...늦더위 주춤, 서울 24℃",2023.09.13. 오전 10:13,"한동안 기승을 부리던 늦더위가 오늘부터 누그러지겠습니다.현재 서울에도 빗방울이 떨어지기 시작한 모습인데요,전국에 가을비가 내리며 오늘 서울 한낮 기온은 24도에 머물겠습니다.연일 30도 가까이 올랐던 낮 기온이 하루 만에 6도가량 낮아지는 건데요.급격한 온도 변화에 건강 잃지 않도록, 체온 조절에 신경 써주시기 바랍니다.레이더 화면부터 살펴보면, 현재 중부지방을 중심으로 비구름이 분포하고 있습니다.비는 점차 남부로도 확대하겠는데요,붉은색으로 보이는 강한 비구름이 집중된 영동 지역에는 호우특보가 내려진 가운데,시간당 20mm 안팎의 장대비가 관측되는 곳도 있습니다.내일까지 영동 많은 곳에는 100mm 이상의 비가 쏟아지겠고요,수도권에는 최대 40mm, 그 밖의 전국에 많게는 60mm의 비가 오겠습니다.가을비에 늦더위가 물러나면서, 오늘 낮 기온은 어제보다 3도에서 6도가량 낮겠는데요.서울 24도, 광주 26도, 대구 27도에 머물겠습니다.비는 내일 오전까지 이어지다 잠시 소강상태에 들겠고요.이후 비구름이 다시 북상하면서, 금요일부터 휴일까지 전국에 비가 이어지겠습니다.내일 새벽까지 영동에는 시간당 20에서 40mm의 매우 강한 비가 집중되겠습니다.또 비가 오는 곳에서는 돌풍, 벼락과 함께 요란하게 쏟아질 수 있겠으니까요,시설물 피해와 안전사고가 발생하지 않도록 각별한 주의를 기울여주시기 바랍니다.지금까지 YTN 고은재입니다.그래픽: 김현진※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",고은재(ejko0428@ytn.co.kr)
YTN,[날씨] 오늘 전국 흐리고 가을비...늦더위 누그러져,2023.09.13. 오전 6:22,"곳곳에 늦더위를 식혀주는 가을비가 내리고 있습니다.이곳 서울은 아직 하늘빛만 흐린 상태인데요.오전에는 그 밖의 전국으로 비가 확대하겠고, 내일까지 이어지겠습니다.비가 내리면서 더위의 기세도 누그러지겠습니다.오늘 서울 한낮 기온은 24도, 광주는 26도 선에 머무르겠습니다.자세한 레이더 화면부터 살펴보겠습니다.현재 비구름은 주로 강원과 충청, 호남지방에 분포하고 있습니다.특히 강원 동해안과 전남 담양에는 호우주의보가 발령 중인 가운데, 시간당 20~40mm의 장대비가 집중되고 있는데요.내일 새벽까지 영동 지방을 중심으로 매우 강한 비가 예상되는 만큼,피해 없도록 각별히 유의하시기 바랍니다.내일까지 강원 영동 많은 곳에 100mm 이상,그 밖의 전국으로는 10~60mm의 비가 내리겠고요.곳에 따라 벼락과 돌풍이 동반되기도 하겠습니다.현재 기온 살펴보겠습니다.현재 서울 기온 23.4도, 대전 21.6도, 울산은 22.9도를 나타내고 있습니다.낮 동안에는 어제보다 기온이 3~5도가량 내려가겠습니다.오늘 서울 한낮 기온 24도, 전주 25도, 대구는 27도가 예상됩니다.이번 비는 주 후반까지 오락가락 길게 이어지겠고요.비가 내리는 동안 대부분 지역의 낮 기온이 30도를 밑돌면서, 늦더위가 누그러질 전망입니다.오늘과 내일 곳곳에 비가 내리면서, 가시거리가 짧고, 도로가 미끄러운 곳이 많겠습니다.차 간 거리를 넉넉히 두고, 속도를 줄이는 등 교통안전에 유의해주시기 바랍니다.지금까지 YTN 윤수빈입니다.그래픽 : 김현진※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",윤수빈(su7534@ytn.co.kr)
헤럴드경제,"현대모비스 뇌파 분석 ‘엠브레인’, 안전기술대상 대통령상 수상",2023.09.13. 오후 12:02,"세계 최초 뇌파 기반 운전자 모니터링피곤, 졸음 등 건강 상태 실시간 체크경기도 공공버스 시범 도입, 완성도 입증    2023 서울모빌리티쇼 현대모비스 부스에 전시된 뇌파 기반 운전자 모니터링 시스템 ‘엠브레인’을 시연하는 모습. [현대모비스 제공][헤럴드경제=서재근 기자] 현대모비스는 13일 행정안전부 주최로 고양 킨텍스에서 열린 ‘2023 안전산업박람회’ 개막식에서 ‘엠브레인’이 안전기술대상 최고상에 해당하는 대통령상을 수상했다고 밝혔다.엠브레인은 운전자의 뇌파를 분석해 피곤, 졸음, 부주의 등 건강 상태를 실시간으로 체크하는 시스템이다. 운전자의 주의력이 떨어질 경우 운전석 시야 주변의 LED, 진동 시트, 헤드레스트 스피커 등을 활용해 시각, 촉각, 청각 등 다양한 방법으로 경고한다.엠브레인은 소형 이어셋 착용만으로 이 같은 뇌파 분석을 가능하게 했다. 운전자가 오랜 시간 착용해도 불편함이 적도록 뇌파 센서를 소형화하면서도 신호 품질은 높였다.엠브레인은 경기도 공공버스에 시범 도입, 기술 완성도를 입증했다. 경기연구원의 자료에 따르면 엠브레인 착용 후 버스 운행 시 운전 부주의 발생 빈도가 25.3% 줄었다. 2021년 10대로 시작해 올해 300대 보급이 이뤄졌다. 현대모비스는 매년 단계적으로 보급량을 늘려 기술 완성도를 끌어올린다는 계획이다.현대모비스는 ‘사용자의 마음을 읽는’ 엠브레인의 특성에 착안해 아동 심리 상담 지원에도 나섰다. 경기, 인천, 강원 등 전국 6개 아동보호기관에 전달돼 심리 상담에 활용되고 있다.현대모비스 관계자는 “엠브레인은 다가올 자율주행 시대를 맞아 탑승자의 이상 상황 확인과 안전 대처를 통해 ’마음을 읽은 모빌리티 기술’로 진화가 기대된다”며 “엠브레인으로 대표되는 뇌파 기반 기술이 운전자 안전사고 예방, 심리 상담 지원 등 사회적으로 유익하게 쓰일 수 있도록 기술을 고도화하고, 활용 범위를 확대해 나갈 것”이라고 말했다.한편 현대모비스는 생체 신호 중 가장 파악 난이도가 높은 뇌파를 활용한 엠브레인 개발을 통해 올해 초 열린 ‘CES 2023’ 혁신상, 안전산업박람회 혁신부문 우수상을 받았다.",서재근 likehyo85@heraldcorp.com
한겨레,[단독] ‘성추문’ 고은 시집 판매 재개…출간 뒤 130여권 팔려,2023.09.13. 오전 5:03,"출간 논란 뒤 공급 중단했던 실천문학“‘출판 자유’ 투쟁”…최근 시집 재공급고은 구순 문집 헌정 행사도 열려    고은 시인. 류우종 기자 wjryu@hani.co.kr과거 성추행 의혹으로 출간 당시 논란이 일며 공급이 중단됐던 고은 시인의 시집 ‘무의 노래’를 실천문학사가 최근 판매 재개한 것으로 확인됐다. 판매량은 저조한 것으로 파악된다. 실천문학사는 올 1월 하순출간 논란에 사과하며 “여론의 압력에 출판의 자유를 포기해야 하는지에 대한 결정이 날 때까지” 도서 공급을 중단하겠다고 밝힌 바 있다.인터넷서점 교보문고와 예스24는 12일 한겨레에 “실천문학이 해당 책 공급 중단 의사를 1월에 전해왔고, 7월 말 공급을 재개한다고 알려왔다”고 밝혔다. 윤한룡 실천문학사 대표는 계간지 ‘실천문학’ 봄여름호(147호)에 게재한 글 ‘출판과 언론의 자유 충돌과 공존의 길’을 통해 “‘출판의 자유’와 본 출판사에 ‘악의적인 세력’에 대한 투쟁의 길”을 표명하며 “본사는 늘 소외된 분들의 편일 수밖에 없고, 세상사에 소외인들은 영원히 사라지지 않을 테니 우리의 길도 끝이 없으리라 본다. …만일 고은 선생님께서 하루아침에 (노벨문학상 수상 등으로) 비 소외인이 돼 스포트라이트의 중심에 서는 날이 온다면 본사는 그곳이 아니라 다시 소수인의 곁으로 가 있지 않을까 한다”고 썼다. 실천문학사는 신작 시집을 펴낸 고은 시인을 ‘소외된 시인’이 아닌 “전 지구적 시인”으로 소개하고 있다. 윤 대표는 아울러 처음 출간 사실을 보도한 인터넷 매체 등을 “기레기”라 비난하고, 실천문학 편집자문위원으로 사퇴 의사와 함께 고은 시인 및 출판사의 사과를 촉구했던 이승하 시인(중앙대 문예창작과 교수)을 두고 “의인인가? 기회주의적 가해자인가?”라고 반문하기도 했다.    전국 1490개 도서관 데이터를 수집하는 국립중앙도서관의 ‘도서관 정보나루’ 확인 결과, 고은 시인의 신작 시집 ‘무의 노래’는 출간 이후 9월12일 오전 현재까지 1건이 대출됐다. 누리집 갈무리책 출간 사실이 알려진 올초 대중들의 반발은 거셌다. 고은 시인의 해명도 사과도 없는 복귀와 이를 가능하게 한 출판사를 비판하며 도서 불매 의사까지 제기됐다. 이러한 “세간의 여론에 부응하여” 도서 공급을 중단한다던 실천문학사는 “출판의 자유를 억압하는 병든 사회”라는 게재글의 소제목과 함께 지난 입장을 거둬들였다. 윤 대표는 논란 직후인 올 1월18일 직접 만났던 고은 시인이 “본사와 (추천사를 쓴) 김우창 선생님(고려대 명예교수)께 제일 미안하다고 하셨다”고도 글에 썼다. 독자나 성추행 논란의 당사자 등은 거론되지 않았다. 실천문학은 봄호를 예정했으나 봄·여름호로 최근 간행됐다. 철학·공연 쪽 2명의 필자가 청탁을 거부했다는 사실도 공개했다.윤한룡 대표는 도서 공급 재개 여부 및 배경, 독자들에 대한 입장 등과 관련해 한겨레에 “시종일관 본사의 주장은 인간의 기본권인 표현의 자유를 허하라는 것”이라며 “누구든 죄인에게는 그 죄에 준하는 엄벌을 하되 그밖의 연좌제나 전과자 차별이나 표현의 자유 억압 등을 자행하는 것은 선진사회의 길이거나 정의가 아닐 뿐더러 불법”이라고 밝혔다.교보문고와 예스24를 통해 판매된 고은 시인의 ‘무의 노래’는 출간 이후 지난주까지 각 100권, 30권 미만으로 파악된다. 대담집 ‘고은과의 대화’는 10권 미만(예스24 경우)이다. ‘무의 노래’가 공급 재개된 이후 판매 부수는 두 곳에서 모두 “10권이 되지 않았다.” 전국 1490개 도서관 데이터를 수집하는 국립중앙도서관의 ‘도서관 정보나루’를 확인한 결과, ‘무의 노래’는 출간 이후 9월12일 오전 현재까지 대출 건수 1건, ‘고은과의 대화’는 7건으로 집계됐다.    지난 7월26일 경기 양평 두물머리생태학교에서 고은 시인이 참석한 가운데 시인의 구순을 기리는 문집 헌정 행사가 열렸다. 임진택씨가 판소리를 하고 있다. 즈음해 실천문학사는 고은 신작 시집 ‘무의 노래’의 시중 공급을 재개했다. 유튜브 갈무리한편 지난 7월26일 경기 양평 두물머리생태학교에서 고은 시인이 참석한 가운데 시인의 구순을 기리는 문집 헌정 행사가 열렸다고 인터넷 매체 더스쿠프가 최근 보도했다. 행사 영상은 유튜브에도 올라있다. 헌정문집 ‘그리움 너머 그가 있네’엔 유홍준 명지대 석좌교수 등 200명이 넘는 문인·예술인이 참여한 것으로 전해진다. ‘무의 노래’의 시중 공급이 재개된 즈음이다.",임인택 기자 imit@hani.co.kr
KBS,[날씨] 강원 영동 내일까지 많은 곳 100mm 이상 비…돌풍·천둥·번개 유의,2023.09.13. 오전 10:51,[KBS 춘천],KBS
머니투데이,쏘카 운전 중 '쾅'…자기부담금 '0원' 상품 나온다,2023.09.13. 오전 9:00,"쏘카가 차량 이용 중 사고가 나도 자기부담금이 '제로'인 상품을 차량손해면책제도에 추가했다고 13일 밝혔다. 자기부담금은 쏘카 이용중 사고가 나 차량을 수리해야 하는 경우 이용자가 부담하는 금액이다. 앞으로는 자기부담금 △면제 △5만원 △30만원 △70만원 등 4종 상품을 이용할 수 있다.자기부담금 면제 상품은 5만원 상품에 포함되는 AXA운전자보험을 추가로 제공한다. 이용자가 교통사고로 인한 형사적인 책임을 지게 될 경우 형사합의금, 벌금, 변호사선임비용 등을 보장한다. 사고로 인한 견인, 구난 등을 위한 긴급 출동 비용도 보장한다. 쏘카는 일반적인 자차담보보험과 같이 사고 발생 시 차량 수리비용을 줄이기 위해 차량손해면책제도를 운영 중이다. 고객들은 쏘카 이용시 필수 가입해야 한다. 그 외 사고에 따른 피해는 전 차량이 가입된 자동차종합보험을 통해 △자손(1500만원) △대인(무한) △대물(1억원)로 보장한다. 예컨대 쏘카 고객이 운행 중 차량 접촉 사고를 일으켜 대인 1000만원, 대물 3000만원, 자손 500만원, 쏘카 차량피해 1000만원 피해가 발생하고 견인차량도 출동했는데, 해당 고객이 자기부담금 제로 상품에 가입했다면 자기부담금 전액이 면제된다. 김원섭 쏘카 플릿그룹장은 ""쏘카 고객 중 절반 이상이 자기부담금이 가장 적은 5만원 상품을 이용하고 있었다""며 ""이번에 새롭게 선보이는 면제 상품이 고객들의 사고 불확실성을 줄이는 한편 더 안심하고 쏘카를 이용하는데 기여할 수 있을 것""이라고 말했다.    /사진=쏘카",윤지혜 기자 (yoonjie@mt.co.kr)
한국경제TV,아이폰15 베일 벗었다…티타늄 '눈길',2023.09.13. 오전 5:46,"애플이 12일(현지시간) 최신 스마트폰인 아이폰15 시리즈 등 새로운 제품을 공개했다.애플은 이날 미 캘리포니아주 쿠퍼티노에 있는 애플파크에서 행사를 열고 아이폰15 시리즈와 애플워치 등 신제품을 선보였다.아이폰15 시리즈는 전작과 같이 6.1인치형(15.4㎝) 기본 모델과 6.7인치형(17.0㎝) 플러스, 고급 모델인 6.1인치형 프로와 6.7인치형 프로맥스로 구성됐다.이번 아이폰15 시리즈는 전작보다 가격이 100달러가량 인상될 것으로 예상됐지만, 지난해 같은 수준을 유지했다. 아이폰 기본 모델은 799달러(128GB), 플러스는 899달러(128GB), 프로는 999달러(128GB), 프로맥스는 1천199달러(256GB)부터 시작된다.아이폰15 시리즈는 모두 기존의 라이트닝 포트 대신 'USB-C' 충전단자가 도입됐다. 아이폰에 USB-C가 적용되는 것은 이번이 처음이다.애플은 ""USB-C가 표준 모델이 됐기 때문""이라고 설명했다. 유럽연합(EU)이 2024년부터 유럽에서 판매되는 모든 전자기기에 USB-C를 의무화하도록 한 데 따른 것이다. 기본 모델과 플러스에는 지난해 아이폰14 고급 모델에서 채택된 '다이내믹 아일랜드'가 탑재됐다.이로써 2017년 등장해 탈모를 연상시킨다는 지적을 받았던 M자 모양의 '노치'는 완전히 사라졌다.또 아이폰14 프로와 프로 맥스에 탑재됐던 'A16 바이오닉' 칩이 탑재돼 기능이 더 빨라졌다.이들 모델에는 4천800만화소 메인 카메라가 장착돼 2배 광학줌을 지원한다. 인물사진 기능을 강화해 일일이 설정하지 않아도 자동으로 심도를 조정해준다.프로와 프로 맥스 고급 모델은 '티타늄' 케이스로 새롭게 변신했다.애플은 ""우주선에 사용되는 것과 동일한 이 프리미엄 합금은 어느 금속에 견주어도 가장 높은 비강도(재료의 강도를 밀도로 나눈 값으로, 비강도가 좋으면 강도에 비해 무게가 가볍다)를 자랑한다""며 ""이로써 애플 사상 가장 가벼운 라인업이 완성됐다""고 설명했다.또 테두리를 뜻하는 베젤은 더 얇아져 스크린이 더 커 보이는 효과를 냈다.고급 모델은 업계 최초의 3나노미터 칩인 A17 프로로 구동돼 더 빨라지고 몰입감을 높였다.카메라 기능도 개선돼 프로 모델에는 3배 광학 줌이, 프로 맥스에는 5배 광학 줌이 탑재됐다.미국과 영국, 중국 등 40개 이상 국가에서는 15일부터 사전 주문할 수 있으며, 매장 판매는 오는 22일부터 시작된다.",조시형 기자 jsh1990@wowtv.co.kr
머니투데이,"경찰청, 국제사이버범죄대응 학술대회 개최",2023.09.13. 오후 12:00,"경찰청이 JW메리어트 호텔 서울에서 이달 15일까지 '국제사이버범죄대응 심포지엄'을 개최한다고 13일 밝혔다. 올해 제24회를 맞이한 심포지엄은 경찰청이 매년 주최하는 국제행사로, 국내외 법집행기관과 글로벌 정보기술(IT) 기업을 비롯해 공공기관, 학계, 민간단체 등 각계각층의 사이버 전문가들이 안전한 사이버공간 구축을 목표로 서로의 의견을 나누는 자리이다.  이번 심포지엄에서는 △사이버공간 속 신기술의 양면 △사이버보안 패러다임의 전환 등 사이버 신기술 활용 방안과 사이버안보를 위한 방향성을 모색한다. 또 디지털 아동성범죄에 대한 대응방안 및 사이버공간 국제법규범 형성 등에 대해서도 논의를 진행할 예정이다. 윤석열 대통령은 개회식 축사를 통해 ""사이버안보에 대한 위협은 한 국가 한 기관의 힘만으로 완벽히 대비할 수 없다""며 국가 간 실질적인 국제협력의 중요성을 강조했다.  윤희근 경찰청장은 ""국경을 초월한 사이버범죄 해결을 위해 인터폴·유로폴 등 국제기구뿐만 아니라 각국 경찰기관들과 국제공조 네트워크를 더욱 강화해 나갈 것""이라고 말했다.",이강준 기자 (Gjlee1013@mt.co.kr)
조선일보,"‘연락처로 카톡 염탐’ 방지... 카카오, 전화번호 친추 막는 기능 도입",2023.09.13. 오전 11:55,"카카오는 12일 카카오톡에 ‘전화번호로 친구 추가 허용’ 옵션을 도입했다. /카카오										카카오가 12일 카카오톡에 ‘전화번호로 친구 추가 허용’ 옵션을 도입했다고 밝혔다.카카오톡을 최신 버전으로 업데이트한 이용자는 카카오톡 설정 내 프로필 관리 영역에서 ‘전화번호로 친구 추가 허용’ 옵션 활성화 여부를 선택할 수 있다. 기존에는 상대방이 내 전화번호를 저장하면 자동으로 친구 추가가 돼 프로필 사진 등을 볼 수 있었다. 이번 업데이트를 통해 이 옵션을 비활성화하면 다른 사람이 내 전화번호를 연락처에 가지고 있거나 전화번호를 검색해 친구 추가를 시도해도 친구 추가가 되지 않는다.해당 옵션을 비활성화한 이용자를 친구로 추가하려면 친구탭 상단의 친구 추가 버튼을 클릭해 카카오톡 ID로 추가하거나 친구 추가용 QR코드를 스캔해야 한다. 또는 카카오톡 단체채팅방에서 친구의 프로필을 클릭해 친구를 추가할 수 있다.카카오는 “카카오톡에는 멀티프로필, 차단 등 사생활 보호 기능이 있었다”면서도 “이번 업데이트를 통해 원치 않는 상대가 친구 추가하거나 피싱/스팸 등 불필요한 메시지로 스트레스를 받았던 이용자 불안이 줄어들 것”이라고 했다.이번 옵션 추가는 카카오가 진행하는 ‘카톡이지’ 프로젝트의 일환이다. 카카오는 이용자의 대화 스트레스, 부담을 줄이기 위해 지난 5월 이 프로젝트를 시작하고 \‘조용히 나가기’, ‘조용한 채팅방’ 등 다양한 기능들을 추가했다.이번 업데이트를 통해 이용자 편의 기능들도 도입했다. 실험실 기능이었던 ‘말풍선 더블탭 공감 기능’이 정식 도입돼, 이용자들은 말풍선을 더블탭해서 ‘하트’, ‘엄지척’, ‘체크’ 등 자신이 설정한 공감을 쉽고 빠르게 남길 수 있다. 카카오톡 내 저장 여유공간도 손쉽게 관리할 수 있게 됐다.카카오 양주일 카카오톡 부문장은 “앞으로도 다양한 개선 사항들을 반영해 이용자 만족도 및 편의 향상을 위해 노력하겠다”고 했다.",박지민 기자 bgm@chosun.com
이데일리,ITU-T SG17 국제회의 성료…사이버보안 표준 9건 승인,2023.09.13. 오후 12:01,"ITU-T SG17 국제회의서 사이버보안 표준 논의랜섬웨어·비식별화 등 국제표준 사전채택    (사진=과학기술정보통신부)[이데일리 김가은 기자]과학기술정보통신부는 지난 29일부터 일산 킨텍스에서 개최된 국제연합(UN) 산하 국제전기통신연합 전기통신표준화 부문(ITU-T) 정보보호연구반(SG17) 국제회의를 성료했다고 13일 밝혔다.이번 회의에는 전 세계 43개국 전문가 346명(온·오프라인 병행)이 참석해 사이버보안 국제표준 개발을 주제로 토론했다.우리나라는 총 9건의 표준 승인 성과(표준·부속서·기술보고서 최종 승인 3건, 표준 사전채택 6건)를 거뒀다. 이는 전체 표준 27건 중 33%에 해당한다.구체적으로 △비식별화 보증 프레임워크(한국인터넷진흥원, 순천향대, 금융보안원) 부속서 승인 △랜섬웨어 대응을 위한 스토리지 보호 프레임워크(나무소프트) △표적형 이메일 공격 대응을 위한 보안 요구사항(기원테크) △텔레바이오인식 기반 반려동물 개체식별 인증서비스(한국인터넷진흥원, 파이리코) △디지털 금융 서비스를 위한 보안 보증 프레임워크(순천향대) 등이 국제표준으로 사전채택 됐다. 또한 우리나라가 제안한 인공지능(AI) 시스템 보안 요구사항(순천향대), 커넥티트 카 보안(현대자동차), 분산원장기술기반 원타임 암호키 기반 인증 프레임워크(FNSValue, 순천향대), 상호운용성을 위한 분산원장기술 게이트웨이 보안요구사항(드림시큐리티) 등 신규 표준화 아이템(NWI) 9건도 승인됐다.뿐만 아니라 차기 연구회기(2025년~2028년) 신규 표준화 주제로 제로트러스트, SW 공급망 보안, AI 보안, 메타버스·디지털트윈 보안, 양자통신 보안 등을 제안해 향후 국제표준화를 위한 초석을 마련했다. 박윤규 과기정통부 2차관은 “이번 SG17 회의 개최를 통해 우리나라 정보보호 표준화 리더십을 강화하고 국내 정보보호 산업체 전문가의 국제표준화 참여를 확대하는 계기가 됐다”며 “정부는 우리나라 산·학·연 전문가들이 사이버보안 국제표준화 논의를 주도적으로 이끌어갈 수 있도록 지속적으로 지원하겠다”고 했다.",김가은(7rsilver@edaily.co.kr)
